image_key,native_keys,known_missing_keys,known_paths,game_names,streamed_city,existing_hd_keys,original_width,original_height,ai_width,ai_height,original_alpha_min,original_alpha_max,ai_alpha_min,ai_alpha_max,alpha_mae,alpha_large_difference_fraction,opaque_core_bad_fraction,opaque_core_mean_drop,clear_core_bad_fraction,alpha_status,detail_status,min_resize_mae,original_png,ai_path,ai_sha256,review_id,key,path,source,source_url,decision,visual_review,source_bytes_unchanged,ready_path
32x64:ccc0cd58b7db6e0af79bcf950dd48925b4ac4b1e3eee840da08dc2d1f10ec926,00000000fc7c45920a1b0ccc,00000000fc7c45920a1b0ccc,World/Vegetation/Tree_5.png,,True,,32,64,128,256,0,254,0,255,5.396,0.010254,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,5.5639,originals/32x64_ccc0cd58b7db6e0af79bcf950dd48925b4ac4b1e3eee840da08dc2d1f10ec926.png,ULES00502/ai_upscaled/others/32_64/00000000fc7c45922e82dee0.png,c476f5a00bf1bb457cf57b42746688d97bddf40e0073fdedfa772a2dc6bf452f,0,00000000fc7c45920a1b0ccc,Assets/World/AI/00000000fc7c45922e82dee0.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000fc7c45922e82dee0.png
32x32:351d17c233d916d515cbc6559e6cf8c8e6aa379af634a6d7de766e1dc8e371d3,00000000e33b692972000cbf,,,,True,,32,32,128,128,132,247,103,255,3.0657,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,8.3533,originals/32x32_351d17c233d916d515cbc6559e6cf8c8e6aa379af634a6d7de766e1dc8e371d3.png,ULES00502/ai_upscaled/others/32_32/00000000e33b692971d9171b.png,879fe84c1ddfc6f636e0c5605c30407ab14ade3b7479be5c0ddee9fc6e7c46cf,2,00000000e33b692972000cbf,Assets/World/AI/00000000e33b692971d9171b.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000e33b692971d9171b.png
64x64:c5f0f27102777c8f023161fc560719fe9c27c3962737db6e149be2d21a742304,0000000040a1dcf9e2fafec0,,,,True,,64,64,256,256,99,226,73,255,3.3024,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,11.704,originals/64x64_c5f0f27102777c8f023161fc560719fe9c27c3962737db6e149be2d21a742304.png,ULES00502/ai_upscaled/others/64_64/0000000040a1dcf94e837b50.png,fd1172fca6f54811644c710f658b5b6b3307bac9fe5541eb90dab169dff8115d,5,0000000040a1dcf9e2fafec0,Assets/World/AI/0000000040a1dcf94e837b50.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000040a1dcf94e837b50.png
16x32:86f55cc4d33ec1a4655c267df09b88bb029fd408eeac8cd8f01035c32f2670ec,0000000032ba5cf800f9a210,,,,True,,16,32,64,128,0,255,0,255,5.9989,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,26.4657,originals/16x32_86f55cc4d33ec1a4655c267df09b88bb029fd408eeac8cd8f01035c32f2670ec.png,ULES00502/ai_upscaled/others/16_32/0000000032ba5cf811189eef.png,3bbaa612792224d42071b586a691ef9335aeca56dfed1bb6ca09823f93de9e59,6,0000000032ba5cf800f9a210,Assets/World/AI/0000000032ba5cf811189eef.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000032ba5cf811189eef.png
32x64:b9245b74d54593b5a32bd6149b45a4e4edcb39456bf6d0121400172959be4c0c,00000000e4e9684077c3315e,,,,True,,32,64,128,256,0,245,0,255,6.4559,0.005859,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,17.1447,originals/32x64_b9245b74d54593b5a32bd6149b45a4e4edcb39456bf6d0121400172959be4c0c.png,ULES00502/ai_upscaled/others/32_64/00000000e4e968409d98d437.png,5fb944a0264fadd830bf532c370eea2ad27db7e4310024dfee7a0a3053d95f34,9,00000000e4e9684077c3315e,Assets/World/AI/00000000e4e968409d98d437.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000e4e968409d98d437.png
64x64:8c5782e50e456575ade48c6fe65621dd3e0f4cde986182fb0d3c6c5fb7e5eca9,00000000ca2738839b2fbda4,,,,True,,64,64,256,256,0,243,0,255,2.1518,0.000244,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,12.706,originals/64x64_8c5782e50e456575ade48c6fe65621dd3e0f4cde986182fb0d3c6c5fb7e5eca9.png,ULES00502/ai_upscaled/ui/00000000ca2738832956c4dc.png,2fa532ec89881c6763d35c79f13b81c21e3db14feed32107c13d84c14e27f049,10,00000000ca2738839b2fbda4,Assets/World/AI/00000000ca2738832956c4dc.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000ca2738832956c4dc.png
32x32:2b11b1c84e5edf71fb9c450877fa3db55ce82255320ab8464c36571e05054d08,00000000374e4c662ca49344,,,,True,,32,32,128,128,0,255,0,255,2.571,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,8.1254,originals/32x32_2b11b1c84e5edf71fb9c450877fa3db55ce82255320ab8464c36571e05054d08.png,ULES00502/ai_upscaled/others/32_32/00000000374e4c66f86a2dda.png,047b15fab4bd4d32c8948be22c085682f8767223a1f11463c7383bce686f6cf3,15,00000000374e4c662ca49344,Assets/World/AI/00000000374e4c66f86a2dda.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000374e4c66f86a2dda.png
64x64:d97f565461117314c4708d241e9b1eabd1fe34f32b873652f703d8d64be30e7b,00000000524c2fe866290b15,,,,True,,64,64,256,256,23,253,0,255,2.8966,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,3.5646,originals/64x64_d97f565461117314c4708d241e9b1eabd1fe34f32b873652f703d8d64be30e7b.png,ULES00502/ai_upscaled/others/64_64/00000000524c2fe84da3a61f.png,66bbd0194cfc01f31aa39718fea9ac4fdd85d242a64ac14925efdf3ca28e9dc6,16,00000000524c2fe866290b15,Assets/World/AI/00000000524c2fe84da3a61f.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000524c2fe84da3a61f.png
32x64:9744f08188c4e929bd2f07cffd8f252c80abbef4ffd1d547a674816972b45935,00000000b59c16425dc04489,,,,True,,32,64,128,256,0,250,0,255,5.0205,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,10.4867,originals/32x64_9744f08188c4e929bd2f07cffd8f252c80abbef4ffd1d547a674816972b45935.png,ULES00502/ai_upscaled/others/32_64/00000000b59c16424200ebe2.png,8ca903ff757da5f606e65a4861a88be201fea40f963efbead68dd3e979d5d1dd,17,00000000b59c16425dc04489,Assets/World/AI/00000000b59c16424200ebe2.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000b59c16424200ebe2.png
64x64:71272f6aa422e5ef3c3edf49459045460e68bfa4035129182cba8517b95ae52e,000000008a26d21b8942f5d9,,,,True,,64,64,256,256,64,255,35,255,2.5822,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,3.0123,originals/64x64_71272f6aa422e5ef3c3edf49459045460e68bfa4035129182cba8517b95ae52e.png,ULES00502/ai_upscaled/others/64_64/000000008a26d21b7e6aa522.png,cf4427177e020cf26ef4decf86b90cc9d3c3c9ac0a88c6921052ede312f28cb4,18,000000008a26d21b8942f5d9,Assets/World/AI/000000008a26d21b7e6aa522.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000008a26d21b7e6aa522.png
64x64:3849ec304eb1c67c63e0a08388e0f07d7c4f05e9adf4e168d00110ac9f3422e9,0000000059a175a7d0b8da71,,,,True,,64,64,256,256,0,240,0,255,5.2121,0.013672,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,7.2469,originals/64x64_3849ec304eb1c67c63e0a08388e0f07d7c4f05e9adf4e168d00110ac9f3422e9.png,ULES00502/ai_upscaled/others/64_64/0000000059a175a7eba70f8b.png,918e54f38f3196bded87ab11840131f11c65c609db87a812b1156d227270a5f7,22,0000000059a175a7d0b8da71,Assets/World/AI/0000000059a175a7eba70f8b.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000059a175a7eba70f8b.png
128x64:822d4f226fda383f43188e3ab7440e28381b02bc1f0cf42c7e8649c0256e3eed,000000008b901d136e167162,000000008b901d136e167162,Signs/Tag_11.png,,True,,128,64,512,256,0,148,0,222,2.6231,0.001831,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,14.366,originals/128x64_822d4f226fda383f43188e3ab7440e28381b02bc1f0cf42c7e8649c0256e3eed.png,ULES00502/ai_upscaled/graffiti/000000008b901d13906ca1f6.png,bd005b35d245d35e0f14a88af5e352add254c8d196e7ae0889adf964daf553ba,23,000000008b901d136e167162,Assets/World/AI/000000008b901d13906ca1f6.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000008b901d13906ca1f6.png
128x64:ab55f3ff7ca383ca87c1ff9abfa5e13dd6309938764d8c6af3873017159df2e2,000000009034fbfac23659a4,000000009034fbfac23659a4,Signs/Tag_16.png,,True,,128,64,512,256,1,197,0,243,4.1139,0.005371,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,29.432,originals/128x64_ab55f3ff7ca383ca87c1ff9abfa5e13dd6309938764d8c6af3873017159df2e2.png,ULES00502/ai_upscaled/graffiti/000000009034fbfad8cf58d6.png,83d15f404f979b2c4a705a8378fb770692ce72140bc4f94d6683a1968602d99c,24,000000009034fbfac23659a4,Assets/World/AI/000000009034fbfad8cf58d6.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000009034fbfad8cf58d6.png
32x64:e76f8bc49b0c56a81e886cbc3361954e911581bb98d995292fc47900a3b6b9de,00000000212063f385ac4b54,,,,True,,32,64,128,256,0,255,0,255,3.1623,0.00293,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,18.5126,originals/32x64_e76f8bc49b0c56a81e886cbc3361954e911581bb98d995292fc47900a3b6b9de.png,ULES00502/ai_upscaled/others/32_64/00000000212063f3290acfe6.png,53bad28f44c0afab73b804b8148ef17c41461e8359918181a1b91129ef6b1b05,26,00000000212063f385ac4b54,Assets/World/AI/00000000212063f3290acfe6.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000212063f3290acfe6.png
64x64:856b2271dfc46216811705da08eeb9e22740a94115d7917939ad204808d6e816,00000000fecdf7e4c352d1b1,,,,True,,64,64,256,256,0,250,0,255,6.3106,0.000244,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,13.423,originals/64x64_856b2271dfc46216811705da08eeb9e22740a94115d7917939ad204808d6e816.png,ULES00502/ai_upscaled/others/64_64/00000000fecdf7e4e344bed4.png,7e8d3c89008959aa4e157fcd9f8fc73333b2505f455ed2996af8a69856a3e476,29,00000000fecdf7e4c352d1b1,Assets/World/AI/00000000fecdf7e4e344bed4.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000fecdf7e4e344bed4.png
32x64:66dc1c38ad07dedadc2e25d11f8a6841120c44040946b2d7ed8281f78be39a77,0000000007ec21b22512056b,,,,True,,32,64,128,256,0,146,0,213,2.3008,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,12.7367,originals/32x64_66dc1c38ad07dedadc2e25d11f8a6841120c44040946b2d7ed8281f78be39a77.png,ULES00502/ai_upscaled/others/32_64/0000000007ec21b26e9de08e.png,8848d7e4a8c473fd1f8c98be3732bb106f1edaaf693d8c34b2a832e87cd478e8,30,0000000007ec21b22512056b,Assets/World/AI/0000000007ec21b26e9de08e.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000007ec21b26e9de08e.png
64x64:0d7832f933a130deb5b33ef2c3985e95bc5af2b71c4ef4de7969f8f89f186c30,000000009007847611cc8d13,,,,True,,64,64,256,256,0,253,0,255,3.9815,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,8.065,originals/64x64_0d7832f933a130deb5b33ef2c3985e95bc5af2b71c4ef4de7969f8f89f186c30.png,ULES00502/ai_upscaled/others/64_64/000000009007847621921fc9.png,857e63efb91d4ba79ae4c1764809c56951a16f3dac1b1c60d757251919750e72,32,000000009007847611cc8d13,Assets/World/AI/000000009007847621921fc9.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000009007847621921fc9.png
64x64:556d1dd0e85667f0014fae0397df4eae47a76582067bb68f64de7ec98a66ec21,000000001bb7b48b9abdf9e7,,,,True,,64,64,256,256,102,206,79,255,3.5462,0.000244,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,12.7428,originals/64x64_556d1dd0e85667f0014fae0397df4eae47a76582067bb68f64de7ec98a66ec21.png,ULES00502/ai_upscaled/others/64_64/000000001bb7b48b694ac72f.png,bb154c3bffcabba3809e420c5c4fbfdb035d062ebbce7e9eb66d6c9a075aa2e8,33,000000001bb7b48b9abdf9e7,Assets/World/AI/000000001bb7b48b694ac72f.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000001bb7b48b694ac72f.png
64x32:8d4e06d3acb23a23f395fc12b69056a0ffe704401817411c9118060f2dc8194e,000000008b69f276e4c9cf52,,,,True,,64,32,256,128,0,195,0,230,3.9772,0.002441,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,11.3937,originals/64x32_8d4e06d3acb23a23f395fc12b69056a0ffe704401817411c9118060f2dc8194e.png,ULES00502/ai_upscaled/graffiti/000000008b69f276cd17832e.png,fe40a6d5d22eb1dbe0348d5763bfd1cdd4c4dbe38eb65fb54b1bfd713f441757,38,000000008b69f276e4c9cf52,Assets/World/AI/000000008b69f276cd17832e.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000008b69f276cd17832e.png
128x64:185c5932066a2eda2212c023e2e3f93a4cba8731033e5ce3706c7188dbdbc714,00000000cf83c3f3a2f38b21,00000000cf83c3f3a2f38b21,Signs/Tag_13.png,,True,,128,64,512,256,1,210,0,255,5.53,0.004395,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,17.1525,originals/128x64_185c5932066a2eda2212c023e2e3f93a4cba8731033e5ce3706c7188dbdbc714.png,ULES00502/ai_upscaled/graffiti/00000000cf83c3f33bb25566.png,bd382c59d3a642e41a3829e139b4383f296afdf9d0f8f2ac54b78599ed8010a7,39,00000000cf83c3f3a2f38b21,Assets/World/AI/00000000cf83c3f33bb25566.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000cf83c3f33bb25566.png
64x64:78b2de30b99d9d21b029972c83e65e32cb93b13586b4067e96eb477984a9bd2d,0000000007b7c1872a3bc30d,,,,True,,64,64,256,256,180,197,175,189,4.5389,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,11.8277,originals/64x64_78b2de30b99d9d21b029972c83e65e32cb93b13586b4067e96eb477984a9bd2d.png,ULES00502/ai_upscaled/others/64_64/0000000007b7c187e0d008f1.png,910eb08ef6272caa6c968bcb67210eb06dc2a75e3b26b1a4e5e100960b15bd0d,40,0000000007b7c1872a3bc30d,Assets/World/AI/0000000007b7c187e0d008f1.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000007b7c187e0d008f1.png
64x64:c95a411bcf07296d2608d0433b9c4dc65d979fed48dcbf4270588d684af85dfb,00000000a012d6529ac4012d,,,,True,,64,64,256,256,0,255,0,254,4.7921,0.006836,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,11.1326,originals/64x64_c95a411bcf07296d2608d0433b9c4dc65d979fed48dcbf4270588d684af85dfb.png,ULES00502/ai_upscaled/others/64_64/00000000a012d652ee5527b3.png,a824e313219223efae0b822dcd30a03977a23f2dd607ea51db34f81d09939304,41,00000000a012d6529ac4012d,Assets/World/AI/00000000a012d652ee5527b3.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000a012d652ee5527b3.png
64x64:080f860ac54137ec502eba5f499736cf4c933847ded5804860415eecd6d91dab,000000003be031d3704d9811,,,,True,,64,64,256,256,0,243,0,255,4.9872,0.002441,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,4.8053,originals/64x64_080f860ac54137ec502eba5f499736cf4c933847ded5804860415eecd6d91dab.png,ULES00502/ai_upscaled/others/64_64/000000003be031d35a856c2c.png,ef96d52422552793387185672770771b7b5e9ebdef7deaa43accef8c2855f21f,42,000000003be031d3704d9811,Assets/World/AI/000000003be031d35a856c2c.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000003be031d35a856c2c.png
64x64:58ebef4f951d101cb213bbb6b28f88be69c608da19f0a5b98389b7154f7594bb,00000000822797cacb76990d,,,,True,,64,64,256,256,5,148,0,255,4.0144,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,13.1878,originals/64x64_58ebef4f951d101cb213bbb6b28f88be69c608da19f0a5b98389b7154f7594bb.png,ULES00502/ai_upscaled/others/64_64/00000000822797ca2672abb5.png,89fd59bfd463679a2a9112080d0fca10830534215c321f78d085ba772bcd81d2,44,00000000822797cacb76990d,Assets/World/AI/00000000822797ca2672abb5.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000822797ca2672abb5.png
32x32:17cacfea18e2738ccc5c23ed828c00e856e5def376dc7f4d8d63b6969a9cfc65,000000005e44ed9662b63f9b,,,,True,,32,32,128,128,0,255,0,255,5.1913,0.003906,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,4.5549,originals/32x32_17cacfea18e2738ccc5c23ed828c00e856e5def376dc7f4d8d63b6969a9cfc65.png,ULES00502/ai_upscaled/others/32_32/000000005e44ed96c64d99b4.png,09d3339730ace19675fc84b947427664039f18bc7f5848bb3db96bd9cef2e011,45,000000005e44ed9662b63f9b,Assets/World/AI/000000005e44ed96c64d99b4.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000005e44ed96c64d99b4.png
64x64:a2ce9b087888f326ccb7215dca51e1eb1d54e9f72c55e8a1cb4f4fb1663e7926,00000000900a290419c14384,,,,True,,64,64,256,256,0,237,0,255,2.0264,0.002441,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,30.2312,originals/64x64_a2ce9b087888f326ccb7215dca51e1eb1d54e9f72c55e8a1cb4f4fb1663e7926.png,ULES00502/ai_upscaled/others/64_64/00000000900a2904ff69f10f.png,53733fb48640c9476586927e4bdb01e3c777a9a0040567ec683c7d6311c3272b,46,00000000900a290419c14384,Assets/World/AI/00000000900a2904ff69f10f.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000900a2904ff69f10f.png
128x64:7cc84203d6767fed20221c0b6950ef43ee78074a2f8c9c2017caca2518710e8e,000000002afffb26b706006f,000000002afffb26b706006f,Signs/Tag_8.png,,True,,128,64,512,256,3,216,0,217,6.7357,0.005615,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,15.4409,originals/128x64_7cc84203d6767fed20221c0b6950ef43ee78074a2f8c9c2017caca2518710e8e.png,ULES00502/ai_upscaled/graffiti/000000002afffb26b7a530a0.png,39d2be06f4114ce28cece1d0d3181f25a799aa16d2817cf042e9b10c86a95f3f,47,000000002afffb26b706006f,Assets/World/AI/000000002afffb26b7a530a0.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/000000002afffb26b7a530a0.png
128x64:bea2a7dff27ad47896c5f3d4a25e5cf065d9b588705e768dd4da7379cdbae7ae,00000000fbff8b8df9c9a631,00000000fbff8b8df9c9a631,World/KLah2.png,,True,,128,64,512,256,0,253,0,255,3.1349,0.001221,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,18.7529,originals/128x64_bea2a7dff27ad47896c5f3d4a25e5cf065d9b588705e768dd4da7379cdbae7ae.png,ULES00502/ai_upscaled/others/128_64/00000000fbff8b8d358fa565.png,bd9bbd41a7b640868524a2f039b05f170aa5266b05992e87b486137a5f3debe9,48,00000000fbff8b8df9c9a631,Assets/World/AI/00000000fbff8b8d358fa565.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000fbff8b8d358fa565.png
32x32:df31c8d17c51430c9502c897262faaffbe0a66b02aa5ba39a42be9c21a3526d7,0000000058bb5631db93f568,,,,True,,32,32,128,128,0,243,0,255,2.9159,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,2.404,originals/32x32_df31c8d17c51430c9502c897262faaffbe0a66b02aa5ba39a42be9c21a3526d7.png,ULES00502/ai_upscaled/others/32_32/0000000058bb5631912e109e.png,5850b47d863c8bd704f03b0afbc0fca40224157c5b8e1d409a138006b07dfe7f,49,0000000058bb5631db93f568,Assets/World/AI/0000000058bb5631912e109e.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/0000000058bb5631912e109e.png
64x64:9ea9386be9c3627c162aeec4a54d8e05241b34280bdf2539709244a897cfcb0a,00000000a904a6ce3aba7349,,,,True,,64,64,256,256,0,253,0,255,5.2405,0.0,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,7.8409,originals/64x64_9ea9386be9c3627c162aeec4a54d8e05241b34280bdf2539709244a897cfcb0a.png,ULES00502/ai_upscaled/others/64_64/00000000a904a6ce695e1db5.png,7ce92766a2dc50f9bff86051df6b5e6f07e95298f2b353366dfab5a9a50dd1f8,50,00000000a904a6ce3aba7349,Assets/World/AI/00000000a904a6ce695e1db5.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000a904a6ce695e1db5.png
128x128:eec0c1c20e88417d49c93267b54d9b22516ffadb0250e6762a9c73119e105077,00000000d8b0dc3ee756c67e,00000000d8b0dc3ee756c67e,World/Vegetation/Tree_8.png,,True,,128,128,512,512,1,253,0,255,6.5764,0.000916,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,10.2962,originals/128x128_eec0c1c20e88417d49c93267b54d9b22516ffadb0250e6762a9c73119e105077.png,ULES00502/ai_upscaled/foliages/00000000d8b0dc3e76b60a32.png,8439a8fd1ea13d0143adfabcb535bcd1ea305b851addae2036bf24b922e75595,51,00000000d8b0dc3ee756c67e,Assets/World/AI/00000000d8b0dc3e76b60a32.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000d8b0dc3e76b60a32.png
64x64:234523b00efffdeeb20515aefe9a2caa297c265cdc938ffbcbf5b7bf297027df,00000000b81fe662363691f6,00000000b81fe662363691f6,Signs/Tag_19.png,,True,,64,64,256,256,2,204,0,222,5.891,0.012207,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,21.8431,originals/64x64_234523b00efffdeeb20515aefe9a2caa297c265cdc938ffbcbf5b7bf297027df.png,ULES00502/ai_upscaled/graffiti/00000000b81fe6620b200cdf.png,6baa76069f412bb64b1c9f86505392665a5c72aa6d23534381cbbffe44c3e599,53,00000000b81fe662363691f6,Assets/World/AI/00000000b81fe6620b200cdf.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000b81fe6620b200cdf.png
128x64:2bd1095e502b841ec5a2c6aa149e8f834728b3c3d01dc6aace296d94d99452a8,00000000121360ecd02e1fa1,00000000121360ecd02e1fa1,Signs/Tag_24.png,,True,,128,64,512,256,5,213,0,232,6.3589,0.013184,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,25.5786,originals/128x64_2bd1095e502b841ec5a2c6aa149e8f834728b3c3d01dc6aace296d94d99452a8.png,ULES00502/ai_upscaled/graffiti/00000000121360ecf5d8944b.png,6c8c35e286a55b3a61445eee7152c999ddc2bdcc66a46f18151f793882e3d071,54,00000000121360ecd02e1fa1,Assets/World/AI/00000000121360ecf5d8944b.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000121360ecf5d8944b.png
128x64:3399a6d02d26bfb53a0ac40e929146441337edead62d00756e5950d12433f53d,00000000c29fb9d87f2346e1,,,,True,,128,64,512,256,0,213,0,230,6.7292,0.006348,0.0,0.0,0.0,alpha_compatible_numeric,visual_review_required,15.1282,originals/128x64_3399a6d02d26bfb53a0ac40e929146441337edead62d00756e5950d12433f53d.png,ULES00502/ai_upscaled/graffiti/00000000c29fb9d80d58013c.png,30131052962928452c731c45313cb76d0ba0b87a99fe31f1c252baec4ba786b8,55,00000000c29fb9d87f2346e1,Assets/World/AI/00000000c29fb9d80d58013c.png,efonte,https://forums.ppsspp.org/showthread.php?tid=26729,accepted_static,Sharper visible detail; recognizable layout and acceptable visible alpha mask in static comparison,True,Assets/00000000c29fb9d80d58013c.png
